0.752223548488138	0	0	0.00396322582346194	0	0	0	0	0	0	0	0	0	-0.118807282081693	0	0	0	0	0	0
0	0.885866790410083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.784759970351461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00396322582346194	0	0	0.207731969603759	0	0	0	0	0	0	0	0	0	-0.0245263700660817	0	0	0	0	0	0
0	0	0	0	0.590587619446728	0	0	0.0259901794135218	0	0	0	0	-0.0585508694492072	0	0	0	0	0	0	0
0	0	0	0	0	0.52272380456726	0	0	0	0	-0.0716941501707339	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.483293023857175	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.0259901794135218	0	0	0.242489823898567	0	0	0	0	-0.0936183023058165	0	-0.0219283118173246	0	0	0	0	0
0	0	0	0	0	0	0	0	0.379269019073225	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.335981828628378	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-0.0716941501707339	0	0	0	0	0.320470817712724	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.263665089873036	0	0	0	0	0	0	0	0
0	0	0	0	-0.0585508694492072	0	0	-0.0936183023058165	0	0	0	0	0.411837548959374	0	-0.00973377105633455	0	0	0	0	0
-0.118807282081693	0	0	-0.0245263700660817	0	0	0	0	0	0	0	0	0	0.942151086197142	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.0219283118173246	0	0	0	0	-0.00973377105633455	0	0.215936676625553	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162377673918872	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143844988828766	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127427498570313	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112883789168469	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
